school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,midtermexam,finalexam,finalgrade
GP,M,17,Urban,>3,Together,4. S1,4. S1,services,teacher,distance,mother,1. <15 min,1. <2 hours,0,no,no,no,no,yes,yes,yes,no,5. very good,2. low,3. normal,1. very low,2. low,5. very good,4,17,15,16
GP,M,16,Rural,<=3,Together,3. SMA,3. SMA,teacher,other,distance,father,3. 30 mins - 1 hour,1. <2 hours,0,no,yes,yes,yes,yes,yes,yes,no,3. normal,3. normal,4. high,3. normal,5. very high,3. normal,8,9,9,10
GP,F,17,Urban,>3,Together,4. S1,4. S1,services,teacher,distance,mother,2. 15 - 30 mins,1. <2 hours,1,no,yes,no,no,yes,yes,yes,no,4. good,2. low,4. high,2. low,3. normal,2. bad,24,18,18,18
GP,F,16,Urban,<=3,Together,4. S1,4. S1,teacher,teacher,reputation,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4. good,5. very high,2. low,1. very low,2. low,3. normal,0,9,9,10
GP,F,16,Urban,>3,Together,4. S1,3. SMA,health,other,distance,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4. good,3. normal,5. very high,1. very low,5. very high,2. bad,2,16,16,16
GP,F,16,Urban,>3,Together,2. SMP,3. SMA,other,other,reputation,mother,1. <15 min,2. 2 - 5 hours,0,yes,yes,yes,yes,yes,yes,no,no,4. good,4. high,3. normal,1. very low,3. normal,4. good,6,8,10,10
GP,F,17,Urban,>3,Together,1. SD,1. SD,other,other,course,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,no,no,yes,no,no,4. good,4. high,4. high,1. very low,3. normal,1. very bad,4,9,9,10
GP,F,17,Rural,>3,Together,2. SMP,2. SMP,other,other,reputation,mother,1. <15 min,1. <2 hours,0,no,yes,no,no,yes,yes,yes,no,5. very good,3. normal,2. low,1. very low,2. low,3. normal,18,7,6,6
GP,F,16,Rural,>3,Together,2. SMP,2. SMP,services,services,reputation,mother,2. 15 - 30 mins,4. >10 hours,0,no,yes,yes,yes,no,yes,yes,no,5. very good,3. normal,5. very high,1. very low,1. very low,5. very good,6,10,10,11
GP,F,17,Urban,>3,Together,3. SMA,4. S1,at_home,services,distance,mother,1. <15 min,3. 5 - 10 hours,1,no,yes,yes,no,yes,yes,yes,yes,4. good,4. high,3. normal,3. normal,4. high,5. very good,28,10,9,9
GP,F,16,Urban,>3,Apart,3. SMA,1. SD,services,other,course,mother,1. <15 min,2. 2 - 5 hours,3,no,yes,yes,no,yes,yes,yes,no,2. bad,3. normal,3. normal,2. low,2. low,4. good,5,7,7,7
GP,F,16,Urban,>3,Together,4. S1,3. SMA,teacher,other,other,mother,1. <15 min,2. 2 - 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,1. very bad,3. normal,2. low,1. very low,1. very low,1. very bad,10,11,12,13
GP,F,16,Urban,>3,Together,1. SD,1. SD,at_home,other,distance,mother,2. 15 - 30 mins,1. <2 hours,0,no,yes,yes,no,yes,yes,no,no,4. good,3. normal,2. low,1. very low,4. high,5. very good,6,9,9,10
GP,F,17,Rural,>3,Together,4. S1,3. SMA,teacher,other,reputation,mother,2. 15 - 30 mins,3. 5 - 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4. good,4. high,2. low,1. very low,1. very low,4. good,6,7,7,7
GP,F,19,Urban,>3,Together,3. SMA,3. SMA,other,other,reputation,other,1. <15 min,4. >10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4. good,3. normal,3. normal,1. very low,2. low,3. normal,10,8,8,8
GP,M,17,Urban,<=3,Together,4. S1,4. S1,services,other,distance,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5. very good,3. normal,5. very high,4. high,5. very high,3. normal,13,12,12,13
GP,F,16,Urban,>3,Apart,2. SMP,2. SMP,other,other,reputation,mother,1. <15 min,2. 2 - 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,3. normal,3. normal,4. high,1. very low,1. very low,4. good,0,12,13,14
GP,M,18,Urban,>3,Together,2. SMP,2. SMP,services,other,distance,mother,1. <15 min,2. 2 - 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,4. good,4. high,4. high,2. low,4. high,5. very good,15,6,7,8
GP,F,17,Rural,<=3,Together,4. S1,4. S1,services,other,other,mother,1. <15 min,1. <2 hours,0,no,yes,yes,no,yes,yes,no,no,5. very good,2. low,1. very low,1. very low,2. low,3. normal,12,8,10,10
GP,F,17,Urban,<=3,Together,3. SMA,2. SMP,other,other,reputation,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,no,yes,no,yes,yes,yes,no,4. good,4. high,4. high,1. very low,3. normal,1. very bad,2,14,15,15
GP,F,17,Urban,>3,Together,4. S1,3. SMA,other,other,reputation,mother,1. <15 min,2. 2 - 5 hours,2,no,no,yes,no,yes,yes,yes,yes,3. normal,4. high,5. very high,2. low,4. high,1. very bad,22,6,6,4
GP,M,18,Urban,<=3,Together,3. SMA,3. SMA,services,health,distance,father,1. <15 min,2. 2 - 5 hours,1,no,yes,yes,no,yes,yes,yes,no,3. normal,2. low,4. high,2. low,4. high,4. good,13,6,6,8
GP,F,17,Urban,>3,Together,2. SMP,3. SMA,at_home,other,distance,father,2. 15 - 30 mins,1. <2 hours,0,no,yes,yes,no,yes,yes,no,no,3. normal,3. normal,3. normal,1. very low,4. high,3. normal,3,7,7,8
GP,F,17,Urban,>3,Together,2. SMP,2. SMP,at_home,at_home,course,mother,1. <15 min,3. 5 - 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4. good,3. normal,3. normal,1. very low,1. very low,4. good,4,9,10,10
GP,F,17,Rural,>3,Together,2. SMP,1. SD,at_home,services,reputation,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4. good,2. low,5. very high,1. very low,2. low,5. very good,2,6,6,6
GP,F,17,Urban,>3,Together,1. SD,1. SD,at_home,other,reputation,mother,1. <15 min,3. 5 - 10 hours,1,no,yes,no,yes,yes,yes,no,yes,4. good,3. normal,4. high,1. very low,1. very low,5. very good,0,6,5,0
GP,F,16,Urban,>3,Together,2. SMP,3. SMA,services,teacher,other,mother,1. <15 min,2. 2 - 5 hours,0,yes,no,no,no,yes,yes,yes,no,2. bad,3. normal,1. very low,1. very low,1. very low,3. normal,2,16,16,17
GP,M,18,Urban,>3,Together,2. SMP,2. SMP,other,other,distance,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3. normal,3. normal,3. normal,5. very high,5. very high,4. good,0,12,13,13
GP,F,16,Urban,>3,Together,4. S1,4. S1,teacher,services,distance,mother,1. <15 min,3. 5 - 10 hours,0,no,yes,no,yes,no,yes,yes,no,5. very good,3. normal,2. low,1. very low,1. very low,5. very good,0,13,13,14
GP,F,18,Rural,>3,Together,3. SMA,1. SD,other,other,reputation,mother,1. <15 min,2. 2 - 5 hours,1,no,no,no,yes,yes,yes,yes,yes,5. very good,3. normal,3. normal,1. very low,1. very low,4. good,16,9,8,7
GP,F,17,Urban,>3,Together,3. SMA,2. SMP,other,other,course,mother,1. <15 min,2. 2 - 5 hours,0,no,no,no,yes,no,yes,yes,no,5. very good,3. normal,4. high,1. very low,3. normal,3. normal,10,16,15,15
GP,M,17,Urban,<=3,Together,2. SMP,3. SMA,services,services,reputation,father,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,no,no,yes,yes,no,5. very good,3. normal,3. normal,1. very low,3. normal,3. normal,2,12,11,12
GP,M,18,Urban,<=3,Together,2. SMP,1. SD,at_home,other,course,mother,4. >1 hour,2. 2 - 5 hours,0,yes,yes,yes,yes,yes,yes,yes,yes,4. good,3. normal,2. low,4. high,5. very high,3. normal,14,10,8,9
GP,F,17,Urban,>3,Apart,2. SMP,1. SD,other,other,course,mother,2. 15 - 30 mins,3. 5 - 10 hours,0,no,no,no,yes,yes,yes,yes,yes,3. normal,2. low,3. normal,1. very low,2. low,3. normal,10,12,10,12
GP,F,17,Urban,<=3,Together,4. S1,3. SMA,health,other,reputation,father,1. <15 min,2. 2 - 5 hours,0,no,no,no,yes,yes,yes,yes,yes,3. normal,2. low,3. normal,1. very low,2. low,3. normal,14,13,13,14
GP,M,17,Rural,>3,Together,2. SMP,2. SMP,other,other,course,father,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4. good,5. very high,2. low,1. very low,1. very low,1. very bad,4,11,11,11
GP,M,17,Urban,>3,Together,4. S1,4. S1,teacher,teacher,reputation,mother,1. <15 min,2. 2 - 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4. good,5. very high,5. very high,1. very low,3. normal,2. bad,14,11,9,9
GP,M,16,Urban,>3,Together,4. S1,4. S1,health,other,reputation,father,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4. good,2. low,4. high,2. low,4. high,1. very bad,2,14,13,13
GP,M,16,Urban,<=3,Together,1. SD,1. SD,other,other,distance,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3. normal,4. high,2. low,1. very low,1. very low,5. very good,18,9,7,6
GP,M,16,Urban,>3,Together,3. SMA,2. SMP,at_home,other,reputation,mother,2. 15 - 30 mins,3. 5 - 10 hours,0,no,no,no,yes,yes,yes,yes,yes,5. very good,3. normal,3. normal,1. very low,3. normal,2. bad,10,11,9,10
GP,M,17,Urban,<=3,Together,2. SMP,2. SMP,other,other,distance,father,1. <15 min,2. 2 - 5 hours,0,no,no,yes,yes,no,yes,yes,yes,4. good,4. high,2. low,5. very high,5. very high,4. good,4,14,13,13
GP,F,16,Urban,>3,Together,2. SMP,1. SD,other,other,distance,mother,1. <15 min,1. <2 hours,0,no,no,no,no,yes,yes,yes,yes,4. good,5. very high,2. low,1. very low,1. very low,5. very good,20,13,12,12
GP,F,17,Rural,>3,Together,2. SMP,1. SD,at_home,services,course,mother,3. 30 mins - 1 hour,2. 2 - 5 hours,0,no,no,no,yes,yes,yes,no,no,2. bad,1. very low,1. very low,1. very low,1. very low,3. normal,2,13,11,11
GP,M,18,Urban,>3,Together,2. SMP,2. SMP,other,services,reputation,father,1. <15 min,2. 2 - 5 hours,1,no,no,no,no,yes,no,yes,no,5. very good,5. very high,4. high,3. normal,5. very high,2. bad,0,7,7,0
GP,M,17,Urban,<=3,Together,4. S1,3. SMA,health,other,course,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,no,no,yes,yes,yes,yes,yes,2. bad,5. very high,5. very high,1. very low,4. high,5. very good,14,12,12,12
GP,M,17,Rural,<=3,Apart,4. S1,4. S1,teacher,other,course,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3. normal,3. normal,3. normal,2. low,3. normal,4. good,2,10,11,12
GP,M,16,Urban,<=3,Together,4. S1,3. SMA,teacher,other,course,mother,1. <15 min,1. <2 hours,0,no,no,no,yes,no,yes,yes,no,5. very good,4. high,5. very high,1. very low,1. very low,3. normal,0,6,0,0
GP,M,16,Urban,>3,Together,4. S1,4. S1,services,services,course,mother,1. <15 min,1. <2 hours,0,no,no,no,yes,yes,yes,yes,no,5. very good,3. normal,2. low,1. very low,2. low,5. very good,0,13,12,12
GP,F,18,Urban,>3,Together,2. SMP,1. SD,other,other,course,other,2. 15 - 30 mins,3. 5 - 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4. good,4. high,4. high,1. very low,1. very low,3. normal,0,7,0,0
GP,M,16,Urban,>3,Together,2. SMP,1. SD,other,other,course,mother,3. 30 mins - 1 hour,1. <2 hours,0,no,no,no,no,yes,yes,yes,no,4. good,3. normal,3. normal,1. very low,1. very low,4. good,6,18,18,18
GP,M,17,Urban,>3,Together,2. SMP,3. SMA,other,other,course,father,2. 15 - 30 mins,1. <2 hours,0,no,no,no,no,yes,yes,yes,no,5. very good,2. low,2. low,1. very low,1. very low,2. bad,4,12,12,13
GP,M,22,Urban,>3,Together,3. SMA,1. SD,services,services,other,mother,1. <15 min,1. <2 hours,3,no,no,no,no,no,no,yes,yes,5. very good,4. high,5. very high,5. very high,5. very high,1. very bad,16,6,8,8
GP,M,18,Rural,<=3,Together,3. SMA,3. SMA,other,services,course,mother,1. <15 min,2. 2 - 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4. good,3. normal,3. normal,1. very low,3. normal,5. very good,8,3,5,5
GP,M,16,Urban,>3,Together,0. None,2. SMP,other,other,other,mother,1. <15 min,1. <2 hours,0,no,no,yes,no,no,yes,yes,no,4. good,3. normal,2. low,2. low,4. high,5. very good,0,13,15,15
GP,M,18,Urban,>3,Together,3. SMA,2. SMP,services,other,course,mother,2. 15 - 30 mins,1. <2 hours,1,no,no,no,no,yes,no,yes,no,4. good,4. high,5. very high,2. low,4. high,5. very good,0,6,8,8
GP,M,16,Urban,>3,Together,3. SMA,3. SMA,at_home,other,reputation,other,3. 30 mins - 1 hour,2. 2 - 5 hours,0,yes,yes,no,no,no,yes,yes,no,5. very good,3. normal,3. normal,1. very low,3. normal,2. bad,6,7,10,10
GP,M,18,Urban,>3,Together,2. SMP,1. SD,services,services,other,mother,1. <15 min,1. <2 hours,1,no,no,no,no,no,no,yes,no,3. normal,2. low,5. very high,2. low,5. very high,5. very good,4,6,9,8
GP,M,16,Rural,>3,Together,2. SMP,1. SD,other,other,course,mother,2. 15 - 30 mins,1. <2 hours,0,no,no,no,yes,no,yes,no,no,3. normal,3. normal,2. low,1. very low,3. normal,3. normal,0,8,9,8
GP,M,17,Rural,>3,Together,2. SMP,1. SD,other,other,course,mother,1. <15 min,1. <2 hours,0,no,no,no,no,no,yes,yes,no,4. good,4. high,2. low,2. low,4. high,5. very good,0,8,12,12
GP,M,17,Urban,<=3,Together,1. SD,1. SD,health,other,course,mother,2. 15 - 30 mins,1. <2 hours,1,no,yes,no,yes,yes,yes,yes,no,4. good,4. high,4. high,1. very low,2. low,5. very good,2,7,9,8
GP,F,17,Urban,<=3,Together,4. S1,2. SMP,teacher,services,reputation,mother,1. <15 min,4. >10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4. good,2. low,3. normal,1. very low,1. very low,4. good,6,14,12,13
GP,M,19,Urban,<=3,Apart,4. S1,3. SMA,services,at_home,reputation,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,no,no,yes,yes,yes,no,4. good,3. normal,1. very low,1. very low,1. very low,1. very bad,12,11,11,11
GP,M,18,Urban,>3,Together,2. SMP,1. SD,other,other,distance,mother,1. <15 min,2. 2 - 5 hours,0,no,no,no,yes,yes,yes,yes,no,5. very good,2. low,4. high,1. very low,2. low,4. good,8,15,14,14
GP,F,17,Urban,<=3,Together,2. SMP,2. SMP,services,services,course,father,1. <15 min,4. >10 hours,0,no,no,yes,yes,yes,yes,yes,yes,3. normal,4. high,1. very low,1. very low,1. very low,2. bad,0,10,9,0
GP,F,18,Urban,>3,Together,4. S1,3. SMA,services,other,distance,father,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,3. normal,1. very low,2. low,1. very low,3. normal,2. bad,21,17,18,18
GP,M,18,Urban,>3,Together,4. S1,3. SMA,teacher,other,course,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,no,no,yes,yes,no,4. good,3. normal,2. low,1. very low,1. very low,3. normal,2,8,8,8
GP,M,18,Rural,>3,Together,3. SMA,2. SMP,other,other,course,mother,1. <15 min,3. 5 - 10 hours,0,no,no,no,yes,no,yes,no,no,5. very good,3. normal,2. low,1. very low,1. very low,3. normal,1,13,12,12
GP,F,17,Urban,>3,Together,3. SMA,3. SMA,other,other,distance,mother,1. <15 min,3. 5 - 10 hours,0,no,no,no,yes,no,yes,no,no,3. normal,2. low,3. normal,1. very low,1. very low,4. good,4,10,9,9
GP,F,18,Urban,>3,Together,2. SMP,2. SMP,at_home,services,distance,mother,1. <15 min,3. 5 - 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4. good,3. normal,3. normal,1. very low,1. very low,3. normal,0,9,10,0
GP,M,18,Rural,<=3,Apart,3. SMA,4. S1,other,other,reputation,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4. good,2. low,5. very high,3. normal,4. high,1. very bad,13,17,17,17
GP,M,17,Urban,>3,Together,3. SMA,1. SD,services,other,other,mother,1. <15 min,2. 2 - 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,5. very good,4. high,4. high,3. normal,4. high,5. very good,2,9,9,10
GP,F,18,Rural,>3,Together,4. S1,4. S1,teacher,other,reputation,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,no,yes,yes,yes,yes,yes,no,4. good,3. normal,4. high,2. low,2. low,4. good,8,12,10,11
GP,M,18,Urban,>3,Together,4. S1,2. SMP,health,other,reputation,father,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5. very good,4. high,5. very high,1. very low,3. normal,5. very good,10,10,9,10
GP,F,18,Rural,>3,Together,2. SMP,1. SD,other,other,reputation,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,no,no,yes,no,yes,yes,4. good,3. normal,5. very high,1. very low,2. low,3. normal,0,6,0,0
GP,F,19,Urban,>3,Together,3. SMA,3. SMA,other,services,distance,other,1. <15 min,2. 2 - 5 hours,2,no,yes,yes,yes,yes,yes,yes,no,4. good,3. normal,5. very high,3. normal,3. normal,5. very good,15,9,9,9
GP,F,18,Urban,>3,Together,2. SMP,3. SMA,other,services,reputation,father,1. <15 min,4. >10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4. good,5. very high,5. very high,1. very low,3. normal,2. bad,4,15,14,14
GP,F,18,Urban,<=3,Together,1. SD,1. SD,other,other,distance,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,no,no,yes,no,no,4. good,4. high,3. normal,1. very low,1. very low,3. normal,2,11,11,11
GP,M,17,Rural,>3,Together,1. SD,2. SMP,at_home,at_home,distance,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,yes,no,yes,no,yes,3. normal,5. very high,2. low,2. low,2. low,1. very bad,2,15,14,14
GP,F,17,Urban,>3,Together,2. SMP,4. S1,at_home,health,reputation,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4. good,3. normal,3. normal,1. very low,1. very low,1. very bad,2,10,10,10
GP,F,17,Urban,<=3,Together,2. SMP,2. SMP,services,other,course,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,yes,yes,yes,no,yes,yes,yes,yes,4. good,4. high,4. high,2. low,3. normal,5. very good,6,12,12,12
GP,F,18,Rural,>3,Apart,3. SMA,2. SMP,other,services,distance,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,no,no,no,no,no,no,yes,yes,4. good,1. very low,1. very low,1. very low,1. very low,5. very good,75,10,9,9
GP,M,18,Urban,>3,Together,4. S1,4. S1,teacher,services,distance,mother,2. 15 - 30 mins,1. <2 hours,0,no,no,yes,yes,yes,yes,yes,no,3. normal,2. low,4. high,1. very low,4. high,3. normal,22,9,9,9
GP,F,18,Urban,>3,Together,4. S1,4. S1,health,health,reputation,father,1. <15 min,2. 2 - 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,2. bad,4. high,4. high,1. very low,1. very low,4. good,15,9,8,8
GP,M,18,Urban,<=3,Together,4. S1,3. SMA,teacher,services,course,mother,2. 15 - 30 mins,1. <2 hours,0,no,no,yes,yes,yes,yes,yes,no,4. good,2. low,3. normal,1. very low,2. low,1. very bad,8,10,11,10
GP,M,17,Urban,<=3,Apart,4. S1,1. SD,services,other,distance,mother,2. 15 - 30 mins,1. <2 hours,0,no,no,yes,yes,yes,yes,yes,yes,4. good,5. very high,4. high,2. low,4. high,5. very good,30,8,8,8
GP,M,17,Urban,<=3,Apart,3. SMA,2. SMP,teacher,services,distance,mother,1. <15 min,1. <2 hours,1,no,no,no,no,yes,yes,yes,no,4. good,4. high,4. high,3. normal,4. high,3. normal,19,11,9,10
GP,F,18,Rural,<=3,Together,1. SD,1. SD,at_home,other,reputation,mother,2. 15 - 30 mins,4. >10 hours,0,no,yes,yes,yes,yes,yes,no,no,5. very good,2. low,2. low,1. very low,1. very low,3. normal,1,12,12,12
GP,F,18,Urban,>3,Together,1. SD,1. SD,other,other,distance,mother,2. 15 - 30 mins,2. 2 - 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5. very good,4. high,4. high,1. very low,1. very low,4. good,4,8,9,10
GP,F,17,Urban,>3,Together,2. SMP,2. SMP,other,other,course,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,no,no,no,yes,yes,no,5. very good,4. high,5. very high,1. very low,2. low,5. very good,4,10,9,11
GP,M,17,Urban,>3,Together,1. SD,1. SD,other,other,reputation,father,1. <15 min,2. 2 - 5 hours,0,no,no,yes,no,no,yes,yes,no,4. good,3. normal,3. normal,1. very low,2. low,4. good,2,12,10,11
GP,F,18,Urban,>3,Together,2. SMP,2. SMP,at_home,at_home,other,mother,1. <15 min,3. 5 - 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4. good,3. normal,3. normal,1. very low,2. low,2. bad,5,18,18,19
GP,F,17,Urban,>3,Together,1. SD,1. SD,services,teacher,reputation,mother,1. <15 min,3. 5 - 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4. good,3. normal,3. normal,1. very low,1. very low,3. normal,6,13,12,12
GP,M,18,Urban,>3,Together,2. SMP,1. SD,services,services,reputation,mother,1. <15 min,3. 5 - 10 hours,0,no,no,yes,yes,yes,yes,yes,no,4. good,2. low,4. high,1. very low,3. normal,2. bad,6,15,14,14
GP,M,18,Urban,<=3,Apart,4. S1,4. S1,teacher,teacher,reputation,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5. very good,4. high,3. normal,1. very low,1. very low,2. bad,9,15,13,15
GP,M,18,Urban,>3,Together,4. S1,2. SMP,teacher,other,distance,mother,1. <15 min,2. 2 - 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4. good,3. normal,2. low,1. very low,4. high,5. very good,11,12,11,11
GP,F,17,Urban,>3,Together,4. S1,3. SMA,health,services,reputation,mother,1. <15 min,3. 5 - 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4. good,2. low,2. low,1. very low,2. low,3. normal,0,15,15,15
GP,F,18,Urban,<=3,Together,2. SMP,1. SD,services,at_home,reputation,mother,1. <15 min,2. 2 - 5 hours,1,no,no,no,no,yes,yes,yes,yes,5. very good,4. high,3. normal,1. very low,1. very low,5. very good,12,12,12,13
GP,F,17,Rural,<=3,Together,3. SMA,1. SD,services,other,reputation,mother,2. 15 - 30 mins,4. >10 hours,0,no,yes,yes,no,yes,yes,no,no,3. normal,1. very low,2. low,1. very low,1. very low,3. normal,6,18,18,18
GP,M,18,Rural,<=3,Together,3. SMA,2. SMP,services,other,reputation,mother,2. 15 - 30 mins,3. 5 - 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5. very good,4. high,2. low,1. very low,1. very low,4. good,8,14,13,14
